,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code,acquired_day,price_amount_USD,time_acq_last_funding,time_founding_acq
684,/organization/emeter,eMeter,|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,San Mateo,/organization/siemens,Siemens,|Clean Energy|Automotive|Hardware + Software|,Clean Energy,DEU,,Munich,Munich,2011-12-06,12,4,2011,,USD,6,,516.0,4722.0
685,/organization/encore-career-institute,Empowered Careers,|Education|,Education,USA,CA,SF Bay Area,Campbell,/organization/qualcomm,Qualcomm,|Semiconductors|,Semiconductors,USA,CA,San Diego,San Diego,2014-07-30,7,3,2014,,USD,30,,390.0,1155.0
686,/organization/emu-chat,Emu Messenger,|Mobile|Android|SMS|Chat|Productivity Software|Messaging|,Android,USA,CA,SF Bay Area,Palo Alto,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2014-08-06,8,3,2014,,USD,6,,555.0,892.0
687,/organization/emulation-and-verification-engineering,Emulation and Verification Engineering,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,/organization/synopsys,Synopsys,|Design|Semiconductors|Software|,Software,USA,CA,SF Bay Area,Mountain View,2012-10-04,10,4,2012,,USD,4,,863.0,4660.0
688,/organization/enable-holdings,Enable Holdings,|Sales and Marketing|,Sales and Marketing,USA,IL,Chicago,Itasca,/organization/ubid-holdings,uBid Holdings,|E-Commerce|,E-Commerce,USA,IL,Chicago,Itasca,2010-09-30,9,3,2010,,USD,30,,136.0,5020.0
689,/organization/encentuate,Encentuate,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Foster City,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,2008-03-12,3,1,2008,,USD,12,,1086.0,2627.0
690,/organization/enclarity,Enclarity,|Information Technology|Health and Wellness|Health Care|,Information Technology,USA,CA,Anaheim,Aliso Viejo,/organization/lexisnexis,LexisNexis,|Software|,Software,USA,NY,Bowling Green,Albany,2013-09-11,9,3,2013,,USD,11,,1646.0,3144.0
691,/organization/endorse,Endorse,|Shopping|Brand Marketing|Coupons|Loyalty Programs|Mobile|,Mobile,USA,CA,SF Bay Area,San Mateo,/organization/dropbox,Dropbox,|Cloud Data Services|Storage|Web Hosting|,Cloud Data Services,USA,CA,SF Bay Area,San Francisco,2013-07-20,7,3,2013,,USD,20,,542.0,1296.0
692,/organization/endosee,Endosee,|Bioinformatics|Biotechnology|,Bioinformatics,USA,CA,SF Bay Area,Los Altos,/organization/the-cooper-companies-inc,The Cooper Companies Inc.,,,USA,CA,SF Bay Area,Pleasanton,2014-10-08,10,4,2014,44000000.0,USD,8,44000000.0,250.0,1376.0
693,/organization/endosense,Endosense,|Biotechnology|Health Care|,Biotechnology,CHE,,Geneva,Geneva,/organization/st-jude-medical,St. Jude Medical,|Medical Devices|,Medical Devices,USA,MN,Minneapolis,Saint Paul,2013-08-13,8,3,2013,170000000.0,USD,13,170000000.0,160.0,3877.0
694,/organization/endurance-lending-network,Endurance Lending Network,|Finance Technology|Crowdfunding|Peer-to-Peer|Finance|,Finance Technology,USA,CA,SF Bay Area,San Francisco,/organization/funding-circle,Funding Circle,|Personal Finance|Financial Services|Finance|,Personal Finance,GBR,,London,London,2013-10-25,10,4,2013,,USD,25,,542.0,694.0
695,/organization/energy-micro,Energy Micro,|Semiconductors|,Semiconductors,NOR,,Oslo,Oslo,/organization/silicon-laboratories,Silicon Laboratories,|Hardware + Software|,Hardware + Software,USA,AL,Huntsville,Huntsville,2013-06-07,6,2,2013,170000000.0,USD,7,170000000.0,1177.0,2045.0
696,/organization/energyhub,EnergyHub,|Clean Technology|,Clean Technology,USA,NY,New York City,Brooklyn,/organization/alarm-com,Alarm.com,|Internet of Things|Security|,Internet of Things,USA,VA,"Washington, D.C.",Vienna,2013-05-10,5,2,2013,,USD,10,,158.0,2321.0
697,/organization/engrade,Engrade,|Universities|Colleges|High Schools|Teachers|Software|Education|,High Schools,USA,CA,Los Angeles,Santa Monica,/organization/mcgraw-hill-education,McGraw-Hill Education,|K-12 Education|Education|,K-12 Education,USA,OH,"Columbus, Ohio",Columbus,2014-02-03,2,1,2014,,USD,3,,215.0,4051.0
698,/organization/enkia,Enkia,|Opinions|Social Media|Artificial Intelligence|Software|,Software,USA,GA,Atlanta,Atlanta,/organization/sentiment360,Sentiment360,|Advertising|Sales and Marketing|Reputation|Security|Social Media|,Sales and Marketing,USA,GA,Atlanta,Atlanta,2010-12-23,12,4,2010,,USD,23,,3978.0,4427.0
699,/organization/enobia-pharma,Enobia Pharma,|Pharmaceuticals|Medical|Health Care|Biotechnology|,Biotechnology,CAN,QC,Quebec City,Quebec,/organization/alexion-pharmaceuticals,Alexion Pharmaceuticals,|Health and Wellness|Medical|Biotechnology|,Medical,USA,CT,Hartford,Cheshire,2011-12-29,12,4,2011,,USD,29,,143.0,5475.0
700,/organization/enovance,eNovance,|Open Source|Cloud Computing|Software|,Open Source,FRA,,Paris,Paris,/organization/red-hat,Red Hat,|Open Source|Linux|Software|,Software,DEU,,Munich,Munich,2014-06-18,6,2,2014,95000000.0,USD,18,95000000.0,344.0,2360.0
701,/organization/enovance,eNovance,|Open Source|Cloud Computing|Software|,Open Source,FRA,,Paris,Paris,/organization/red-hat,Red Hat,|Open Source|Linux|Software|,Software,DEU,,Munich,Munich,2014-06-18,6,2,2014,70000000.0,EUR,18,96071500.0,344.0,2360.0
702,/organization/enpirion,Enpirion,|Semiconductors|,Semiconductors,USA,NJ,NJ - Other,Hampton,/organization/altera,Altera,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,2013-05-14,5,2,2013,,USD,14,,775.0,4516.0
703,/organization/ensogo,Ensogo,|E-Commerce|,E-Commerce,THA,,Bangkok,Bangkok,/organization/livingsocial,LivingSocial,|Social Commerce|Group Buying|Networking|E-Commerce|,E-Commerce,USA,DC,"Washington, D.C.",Washington,2011-06-27,6,2,2011,,USD,27,,361.0,726.0
704,/organization/enstratus,Enstratius,|Cloud Management|Security|Cloud Computing|Enterprise Software|,Cloud Computing,USA,MN,Minneapolis,Minneapolis,/organization/dell,Dell,|Hardware + Software|,Hardware + Software,USA,TX,Austin,Round Rock,2013-05-06,5,2,2013,,USD,6,,546.0,1586.0
705,/organization/enterprise-data-safe-ltd,Enterprise Data Safe Ltd.,|Security|Enterprise Software|,Enterprise Software,GBR,,London,Maidstone,/organization/funky-android,Funky Android,|Security|Internet|Android|Software|,Software,GBR,,GBR - Other,Paddock Wood,2011-06-22,6,2,2011,60000.0,GBP,22,93089.30970532095,1694.0,1689.0
706,/organization/enticelabs,EnticeLabs,|Human Resources|Recruiting|Enterprises|Enterprise Software|,Enterprises,USA,UT,Salt Lake City,Provo,/organization/neutron-interactive,Neutron Interactive,|Advertising|,Advertising,USA,UT,Salt Lake City,Salt Lake City,2010-10-04,10,4,2010,,USD,4,,374.0,1372.0
707,/organization/entrecard,Entrecard,|Advertising|,Advertising,USA,CT,Hartford,Hamden,/organization/ziprunner,ZipRunner,|E-Commerce|,E-Commerce,,,,,2009-07-16,7,3,2009,,USD,16,,623.0,623.0
708,/organization/entropysoft,EntropySoft,|Web CMS|Enterprises|Cloud Computing|Synchronization|Data Integration|Software|,Synchronization,FRA,,Paris,Paris,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Software,USA,CA,SF Bay Area,San Francisco,2013-02-06,2,1,2013,,USD,6,,693.0,2899.0
709,/organization/epocrates,Epocrates,|Mobile|Health Care|Health and Wellness|Software|,Mobile,USA,CA,SF Bay Area,San Mateo,/organization/athenahealth,athenahealth,|Business Services|Enterprise Software|,Business Services,USA,MA,Boston,Watertown,2013-01-07,1,1,2013,,USD,7,,3794.0,5485.0
710,/organization/eqal,EQAL,|Television|Video|Entertainment|Media|Curated Web|,Media,USA,CA,Los Angeles,North Hollywood,/organization/everyday-health,Everyday Health,|Business Services|Health and Wellness|,Business Services,USA,NY,New York City,New York,2012-09-25,9,3,2012,,USD,25,,491.0,1638.0
711,/organization/escapia,Escapia,|Software|,Software,USA,WA,Seattle,Seattle,/organization/homeaway,HomeAway,|Technology|Advertising|Vacation Rentals|Travel|,Technology,USA,TX,Austin,Austin,2010-10-20,10,4,2010,,USD,20,,483.0,3945.0
712,/organization/essential-viewing,Essential Viewing,|Enterprise Software|,Enterprise Software,GBR,,Glasgow,Glasgow,/organization/digital-barriers,Digital Barriers,,,GBR,,London,London,2011-03-14,3,1,2011,,USD,14,,3410.0,4455.0
713,/organization/estech,Estech,|Health Care|,Health Care,USA,CA,SF Bay Area,San Ramon,/organization/atricure,AtriCure,|Medical Devices|,Medical Devices,USA,OH,Cincinnati,West Chester,2013-12-19,12,4,2013,60000000.0,USD,19,60000000.00000001,536.0,6562.0
714,/organization/ethical-ocean,Ethical Ocean,|Marketplaces|E-Commerce|,E-Commerce,CAN,ON,Toronto,Toronto,/organization/modavanti-com,Modavanti.com,|Startups|E-Commerce|Environmental Innovation|Sustainability|Fashion|,Sustainability,USA,NY,New York City,New York,2013-11-30,11,4,2013,,USD,30,,1005.0,1546.0
715,/organization/eucalyptus-systems-inc,Eucalyptus Systems,|Infrastructure|Cloud Management|Cloud Computing|Open Source|Enterprise Software|,Enterprise Software,USA,CA,Santa Barbara,Goleta,/organization/hewlett-packard,Hewlett-Packard,|Information Technology|Curated Web|,Curated Web,USA,CA,SF Bay Area,Palo Alto,2014-09-12,9,3,2014,,USD,12,,877.0,2080.0
716,/organization/eusa-pharma,EUSA Pharma,|Biotechnology|,Biotechnology,GBR,,London,Oxford,/organization/jazz-pharmaceuticals,Jazz Pharmaceuticals,|Health Care|Biotechnology|,Health Care,USA,CA,SF Bay Area,Palo Alto,2012-04-26,4,2,2012,650000000.0,USD,26,650000000.0,1764.0,2307.0
717,/organization/evalve,Evalve,|Health Care|,Health Care,USA,CA,SF Bay Area,Menlo Park,/organization/abbott,Abbott Labs,|Health and Wellness|Venture Capital|Medical|Biotechnology|,Health and Wellness,USA,IL,Chicago,Des Plaines,2009-09-11,9,3,2009,410000000.0,USD,11,410000000.0,654.0,3906.0
718,/organization/evault,EVault,|Data Security|Homeland Security|Storage|Software|,Data Security,USA,CA,SF Bay Area,San Francisco,/organization/seagate,Seagate,|Technology|Hardware + Software|,Technology,USA,CA,SF Bay Area,Scotts Valley,2006-12-21,12,4,2006,,USD,21,,1388.0,3641.0
719,/organization/eventful,Eventful,|Events|Local|Search|Social Media|Curated Web|,Local,USA,CA,San Diego,San Diego,/organization/cbs-local-media,CBS Local Media,|Digital Media|,Digital Media,USA,NY,New York City,New York,2014-07-23,7,3,2014,,USD,23,,2107.0,3856.0
720,/organization/eventioz,Eventioz,|Ticketing|Events|Software|,Software,ARG,,"Mendoza, ARG",Mendoza,/organization/eventbrite,Eventbrite,|Events|Curated Web|,Events,USA,CA,SF Bay Area,San Francisco,2013-09-03,9,3,2013,,USD,3,,70.0,2072.0
721,/organization/eventsneaker,EventSneaker,|Internet Marketing|Software|,Internet Marketing,GBR,,Middlesbrough,Middlesbrough,/organization/evvnt,evvnt,|SaaS|Software|,SaaS,GBR,,London,London,2014-04-01,4,2,2014,400000.0,GBP,1,660665.503339551,302.0,304.0
722,/organization/everdream,Everdream,|Software|,Software,USA,CA,SF Bay Area,Fremont,/organization/dell,Dell,|Hardware + Software|,Hardware + Software,USA,TX,Austin,Round Rock,2007-10-16,10,4,2007,,USD,16,,756.0,3575.0
723,/organization/everlater,Everlater,|Finance|Travel|,Travel,USA,CO,Denver,Boulder,/organization/mapquest,MapQuest,|Curated Web|,Curated Web,USA,PA,Harrisburg,Lancaster,2012-11-16,11,4,2012,,USD,16,,411.0,1554.0
724,/organization/evi,Evi,|Search|Mobile|,Mobile,GBR,,London,Cambridge,/organization/amazon,Amazon,|Consumer Goods|Groceries|Crowdsourcing|E-Commerce|,Consumer Goods,USA,WA,Seattle,Seattle,2013-04-17,4,2,2013,26000000.0,USD,17,25999999.999999996,1723.0,2816.0
725,/organization/evolution-robotics,Evolution Robotics,|Software|,Software,USA,CA,Los Angeles,Pasadena,/organization/irobot,iRobot,|Consumer Electronics|Hardware + Software|,Consumer Electronics,USA,MA,Boston,Bedford,2012-09-17,9,3,2012,74000000.0,USD,17,74000000.0,1407.0,4277.0
726,/organization/evolv-on-demand,Evolv,|Career Management|Enterprise Software|Analytics|,Career Management,USA,CA,SF Bay Area,San Francisco,/organization/cornerstone-ondemand,Cornerstone OnDemand,|Enterprises|Career Management|Software|,Career Management,USA,CA,Los Angeles,Santa Monica,2014-10-07,10,4,2014,44500000.0,USD,7,44500000.0,574.0,2836.0
727,/organization/evolver,Evolver,|Virtual Worlds|Entertainment|Games|,Games,USA,CA,Anaheim,Aliso Viejo,/organization/autodesk,Autodesk,|Software|,Software,USA,CA,SF Bay Area,San Rafael,2011-08-22,8,3,2011,,USD,22,,1116.0,2577.0
728,/organization/evostor,Evostor,|Storage|Software|,Software,USA,CA,SF Bay Area,Campbell,/organization/virsto,Virsto Software,|Cloud Computing|Virtualization|Storage|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,2011-06-08,6,2,2011,,USD,8,,446.0,1619.0
729,/organization/exacttarget,ExactTarget,|Marketing Automation|Email Marketing|Software|,Marketing Automation,USA,IN,Indianapolis,Indianapolis,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Software,USA,CA,SF Bay Area,San Francisco,2013-06-04,6,2,2013,2500000000.0,USD,4,2500000000.0,771.0,4568.0
730,/organization/exalead,Exalead,|Databases|Search|,Search,FRA,,Paris,Paris,/organization/dassault,Dassault Systemes,|Software|,Software,FRA,,Franche-Comte,,2010-06-08,6,2,2010,162000000.0,USD,8,162000000.0,1235.0,3811.0
731,/organization/exanet,Exanet,|Storage|,Storage,ISR,,Tel Aviv,Ra'anana,/organization/dell,Dell,|Hardware + Software|,Hardware + Software,USA,TX,Austin,Round Rock,2010-02-09,2,1,2010,12000000.0,USD,9,12000000.0,960.0,3692.0
732,/organization/exaprotect,Exaprotect,|Security|,Security,USA,CA,SF Bay Area,Mountain View,/organization/loglogic,LogLogic,|Security|,Security,USA,CA,SF Bay Area,San Jose,2009-04-22,4,2,2009,,USD,22,,1017.0,1938.0
733,/organization/excel-energy,Excel Energy,|Software|,Software,USA,OK,Tulsa,Tulsa,/organization/site-controls,Site Controls,|Clean Technology|,Clean Technology,USA,TX,Austin,Austin,2008-07-24,7,3,2008,,USD,24,,612.0,3127.0
734,/organization/excel-pharmastudies,Excel PharmaStudies,|Hospitality|Biotechnology|,Hospitality,CHN,,Beijing,Beijing,/organization/ppd,PPD,|Medical Devices|Pharmaceuticals|Biotechnology|,Medical Devices,USA,NC,"Wilmington - Cape Fear, North Carolina",Wilmington,2009-10-01,10,4,2009,,USD,1,,670.0,3561.0
735,/organization/exclusively-in,Exclusively.in,|Fashion|,Fashion,USA,NY,New York City,New York,/organization/myntra,Myntra,|E-Commerce|,E-Commerce,IND,,Bangalore,Bangalore,2012-11-09,11,4,2012,,USD,9,,530.0,1043.0
736,/organization/exeros,Exeros,|Analytics|,Analytics,USA,CA,SF Bay Area,Santa Clara,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,2009-05-05,5,2,2009,,USD,5,,973.0,2681.0
737,/organization/eximsoft-trianz,EximSoft-Trianz,|Software|,Software,IND,,Bangalore,Bangalore,/organization/trianz,Trianz,|Big Data|Testing|Cloud Infrastructure|Business Intelligence|Application Platforms|Enterprise Application|Consulting|Information Security|Enterprise Software|IT Management|,Consulting,USA,CA,SF Bay Area,Santa Clara,2004-10-06,10,4,2004,,USD,6,,-832.0,2835.0
738,/organization/exos,Exos,|Biotechnology|,Biotechnology,USA,MN,Minneapolis,Saint Paul,/organization/microsoft,Microsoft,|Video Games|Software|,Video Games,USA,WA,Seattle,Redmond,1996-04-16,4,2,1996,,USD,16,,-5102.0,-3912.0
739,/organization/expert-dynamics,Expert Dynamics,|Software|,Software,ISR,,Tel Aviv,Ramat Gan,/organization/mentor-graphics,Mentor Graphics,|Software|,Software,USA,OR,"Portland, Oregon",Wilsonville,2009-10-15,10,4,2009,2500000.0,USD,15,2500000.0,1621.0,2479.0
740,/organization/expressor-software,expressor software,|Big Data Analytics|Data Integration|Software|,Data Integration,USA,MA,Boston,Burlington,/organization/qliktech,QlikTech,|Web Development|Analytics|Business Intelligence|Software|,Software,USA,PA,Philadelphia,Radnor,2012-06-13,6,2,2012,,USD,13,,177.0,1990.0
741,/organization/extended-care-information-network,Extended Care Information Network,|Enterprises|Health Care|,Health Care,USA,IL,Chicago,Chicago,/organization/allscripts,Allscripts,|Technology|Software|,Technology,USA,IL,Chicago,Chicago,2008-01-02,1,1,2008,90000000.0,USD,2,90000000.0,2468.0,4749.0
742,/organization/extreme-da,Extreme DA,|Software|,Software,USA,CA,SF Bay Area,Santa Clara,/organization/synopsys,Synopsys,|Design|Semiconductors|Software|,Software,USA,CA,SF Bay Area,Mountain View,2011-10-07,10,4,2011,,USD,7,,1646.0,3201.0
743,/organization/brandads,Extreme Reach (formerly BrandAds),|Mobile|Brand Marketing|Technology|Sales and Marketing|Test and Measurement|Analytics|Video|Advertising|,Brand Marketing,USA,CA,SF Bay Area,Emeryville,/organization/extreme-reach,Extreme Reach,|Advertising|,Advertising,USA,MA,Boston,Needham,2014-05-06,5,2,2014,,USD,6,,935.0,948.0
744,/organization/sales-eyeos-com,eyeOS,|Cloud Computing|WebOS|Enterprise Software|,WebOS,ESP,,Barcelona,Barcelona,/organization/telefonica,Telefonica,|Networking|Telecommunications|Public Relations|,Networking,ESP,,Madrid,Madrid,2014-04-01,4,2,2014,,USD,1,,1006.0,3165.0
745,/organization/eyespot,EyeSpot,|Software|,Software,USA,CA,Los Angeles,Torrance,/organization/pixelfish,PixelFish,|Advertising|,Advertising,USA,CA,Los Angeles,Hawthorne,2008-12-22,12,4,2008,,USD,22,,813.0,1451.0
746,/organization/f-star-biotechnologische-forschungs-und-entwicklungsges-m-b-h,f-star Biotech,|Health and Wellness|Pharmaceuticals|Biotechnology|,Pharmaceuticals,AUT,,Vienna,Vienna,/organization/bristol-myers-squibb,Bristol-Myers Squibb,|Health and Wellness|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,NY,New York City,New York,2014-10-29,10,4,2014,475000000.0,USD,29,475000000.0,371.0,3223.0
747,/organization/fabkids,Fabkids,|E-Commerce|,E-Commerce,USA,CA,SF Bay Area,San Francisco,/organization/justfabulous,JustFab,|Online Shopping|Lifestyle|Shoes|Fashion|,Lifestyle,USA,CA,Los Angeles,El Segundo,2013-01-18,1,1,2013,,USD,18,,169.0,383.0
748,/organization/fabrik,fabrik,|Flash Storage|File Sharing|Storage|Hardware + Software|,Flash Storage,USA,CA,SF Bay Area,San Mateo,/organization/hitachi-gst,Hitachi GST,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,San Jose,2009-04-06,4,2,2009,,USD,6,,706.0,1344.0
749,/organization/face-com,Face.com,|Photography|,Photography,ISR,,Tel Aviv,Tel Aviv,/organization/facebook,Facebook,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|,Communities,USA,CA,SF Bay Area,Menlo Park,2012-06-18,6,2,2012,60000000.0,USD,18,60000000.0,258.0,2635.0
750,/organization/factory-media-limited,Factory Media Limited,|Bicycles|iPhone|Video on Demand|Video|Internet|Sports|,Video,GBR,,London,London,/organization/forward-internet-group,Forward Internet Group,|Media|Technology|Curated Web|,Technology,GBR,,London,London,2012-02-01,2,1,2012,,USD,1,,1888.0,1888.0
751,/organization/familiar,Familiar,|Photography|,Photography,USA,WA,Seattle,Seattle,/organization/evidence-com,Evidence.com,|Politics|,Politics,USA,WA,Seattle,Seattle,2013-10-07,10,4,2013,,USD,7,,384.0,1010.0
752,/organization/familybuilder,Familybuilder,|Social Network Media|Software|,Social Network Media,USA,NY,New York City,New York,/organization/intelius,Intelius,|Curated Web|,Curated Web,USA,WA,Seattle,Bellevue,2011-06-01,6,2,2011,,USD,1,,322.0,1461.0
753,/organization/familyleaf,FamilyLeaf,|Social Media|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/origami-labs,Origami Labs,|Mobile|,Mobile,USA,CA,SF Bay Area,Mountain View,2013-07-01,7,3,2013,,USD,1,,47.0,487.0
754,/organization/fantv,Fan TV,|Consumer Electronics|Ediscovery|Search|Services|Games|,Consumer Electronics,USA,CA,SF Bay Area,San Mateo,/organization/rovi,Rovi Corporation,|Software|,Software,USA,CA,SF Bay Area,Santa Clara,2014-11-03,11,4,2014,,USD,3,,173.0,1767.0
755,/organization/fanatics,Fanatics,|E-Commerce|,E-Commerce,USA,FL,Jacksonville,Jacksonville,/organization/kynetic,Kynetic,|Enterprises|Internet|E-Commerce|,Enterprises,,,,,2011-06-01,6,2,2011,,USD,1,,-736.0,5995.0
756,/organization/fanatics,Fanatics,|E-Commerce|,E-Commerce,USA,FL,Jacksonville,Jacksonville,/organization/gsi-commerce,GSI Commerce,|Enterprise Software|,Enterprise Software,ESP,,Barcelona,Barcelona,2011-02-09,2,1,2011,,USD,9,,-848.0,5883.0
757,/organization/fanlib,FanLib,,,USA,CA,Los Angeles,West Hollywood,/organization/the-walt-disney-company,The Walt Disney Company,|Entertainment|Media|Games|,Games,USA,CA,Los Angeles,Burbank,2008-08-31,8,3,2008,,USD,31,,663.0,973.0
758,/organization/fansnap,FanSnap,|Vertical Search|Theatre|Sports|Concerts|Search|Ticketing|Curated Web|,Sports,USA,CA,SF Bay Area,San Mateo,/organization/nextag,NexTag,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Mateo,2011-12-08,12,4,2011,,USD,8,,848.0,1802.0
759,/organization/fansnap,FanSnap,|Vertical Search|Theatre|Sports|Concerts|Search|Ticketing|Curated Web|,Sports,USA,CA,SF Bay Area,San Mateo,/organization/nextag,NexTag,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Mateo,2011-12-08,12,4,2011,,USD,8,,848.0,1802.0
760,/organization/farecast,Farecast,|Transportation|Travel|Finance|,Transportation,USA,WA,Seattle,Seattle,/organization/microsoft,Microsoft,|Video Games|Software|,Video Games,USA,WA,Seattle,Redmond,2008-04-17,4,2,2008,115000000.0,USD,17,115000000.0,472.0,1933.0
761,/organization/fashionstake,FashionStake,|Social Media|Fashion|E-Commerce|,Social Media,USA,NY,New York City,New York,/organization/fab-com,Fab,|Marketplaces|Design|Apps|E-Commerce|,Design,USA,NY,New York City,New York,2012-01-13,1,1,2012,,USD,13,,517.0,530.0
762,/organization/fastmobile,Fastmobile,|Technology|Mobile|,Technology,USA,IL,Chicago,Rolling Meadows,/organization/blackberry,BlackBerry,|RIM|Wireless|Mobile|Hardware + Software|,Wireless,CAN,ON,Toronto,Waterloo,2007-11-15,11,4,2007,,USD,15,,913.0,1779.0
763,/organization/fastpoint-games,Fastpoint Games,|Social Network Media|Facebook Applications|Game Mechanics|Social Games|Games|,Facebook Applications,USA,CA,Los Angeles,Los Angeles,/organization/weplay,Weplay,|Social Media|,Social Media,USA,NY,New York City,New York,2012-05-21,5,2,2012,,USD,21,,539.0,539.0
764,/organization/fastscaletechnology,FastScaleTechnology,|Finance|,Finance,USA,CA,SF Bay Area,Santa Clara,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,2009-08-31,8,3,2009,,USD,31,,139.0,1338.0
765,/organization/fastsoft,FastSoft,|Internet|Software|,Software,USA,CA,Los Angeles,Pasadena,/organization/akamai-technologies,Akamai Technologies,|SaaS|IaaS|Digital Media|Video Streaming|Data Security|Content Delivery|Cloud Computing|Business Services|Enterprise Software|,Business Services,USA,MA,Boston,Cambridge,2012-09-13,9,3,2012,,USD,13,,9.0,2447.0
766,/organization/fat-spaniel-technologies,Fat Spaniel Technologies,|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,San Jose,/organization/power-one,Power-One,|Energy|Clean Energy|,Energy,USA,CA,Santa Barbara,Camarillo,2010-10-08,10,4,2010,,USD,8,,301.0,2837.0
767,/organization/fathom-online,Fathom Online,|Advertising|,Advertising,USA,CA,SF Bay Area,San Francisco,/organization/geary-interactive,Geary Interactive,|Advertising|,Advertising,USA,CA,SF Bay Area,San Francisco,2008-03-29,3,1,2008,,USD,29,,1367.0,2279.0
768,/organization/fatwire,Fatwire,|Software|,Software,USA,NY,Long Island,Mineola,/organization/oracle,Oracle Corporation,|Software|Hardware|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Redwood City,2011-06-21,6,2,2011,,USD,21,,508.0,5650.0
769,/organization/feedburner,FeedBurner,|Curated Web|,Curated Web,USA,IL,Chicago,Chicago,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2007-06-01,6,2,2007,100000000.0,USD,1,100000000.0,791.0,1216.0
770,/organization/feedhenry,FeedHenry,|PaaS|Mobile|Cloud Computing|Web Development|SaaS|Enterprise Software|,PaaS,USA,MA,Boston,Burlington,/organization/red-hat,Red Hat,|Open Source|Linux|Software|,Software,DEU,,Munich,Munich,2014-09-18,9,3,2014,82000000.0,USD,18,82000000.0,504.0,1601.0
771,/organization/feedmagnet,FeedMagnet,|Events|Location Based Services|Photo Sharing|Facebook Applications|Twitter Applications|Social Media|,Twitter Applications,USA,TX,Austin,Austin,/organization/bazaarvoice,Bazaarvoice,|SaaS|Social Media|Networking|Internet|Social Commerce|Reviews and Recommendations|Content|E-Commerce|Software|,E-Commerce,USA,TX,Austin,Austin,2014-04-15,4,2,2014,9000000.0,USD,15,9000000.0,1663.0,1930.0
772,/organization/feedtrace,Feedtrace,|Reviews and Recommendations|Real Time|Twitter Applications|Curated Web|,Twitter Applications,USA,NY,New York City,New York,/organization/rollup-media,RollUp Media,|Advertising|,Advertising,GBR,,London,London,2011-07-15,7,3,2011,,USD,15,,501.0,704.0
773,/organization/transparent-financial-services,FeeFighters,|Startups|Payments|Accounting|Financial Services|Credit Cards|Comparison Shopping|E-Commerce|,Payments,USA,IL,Chicago,Chicago,/organization/groupon,Groupon,|Advertising|Retail|Discounts|Craigslist Killers|Curated Web|,Advertising,USA,IL,Chicago,Chicago,2012-03-23,3,1,2012,,USD,23,,436.0,1177.0
774,/organization/fetchback,FetchBack,|Ad Targeting|Sales and Marketing|Advertising|,Advertising,USA,AZ,Phoenix,Tempe,/organization/gsi-commerce,GSI Commerce,|Enterprise Software|,Enterprise Software,ESP,,Barcelona,Barcelona,2010-06-01,6,2,2010,40000000.0,USD,1,40000000.0,882.0,1157.0
775,/organization/fieldglass,Fieldglass,|Software|,Software,USA,IL,Chicago,Chicago,/organization/sap,SAP,|Enterprise Software|,Enterprise Software,USA,PA,Philadelphia,Newtown Square,2014-03-26,3,1,2014,,USD,26,,1247.0,5248.0
776,/organization/filesx,FilesX,|Software|,Software,ISR,,Tel Aviv,Haifa,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,2008-04-21,4,2,2008,,USD,21,,1833.0,3033.0
777,/organization/filtrbox,Filtrbox,|Finance|Curated Web|,Finance,USA,CA,SF Bay Area,Palo Alto,/organization/jive-software,Jive Software,|Technology|Web Tools|Web Development|Social Media|Software|,Technology,USA,CA,SF Bay Area,Palo Alto,2010-01-07,1,1,2010,,USD,7,,324.0,1012.0
